1-num-1,一群孩子在院子里玩耍，一个老人站在后台
1-num-2,一群男孩在院子里玩，一个男人站在后台
2-num-1,一群孩子在屋子里玩，背景没有人站在
2-num-2,一群孩子在院子里玩耍，一个老人站在后台
3-num-1,小男孩在户外玩，男人在附近微笑
3-num-2,孩子们在一个带着微笑的男人附近玩户外玩耍
4-num-1,小男孩在户外玩，男人在附近微笑
4-num-2,没有男孩在户外玩，没有男人微笑
5-num-1,孩子们在一个带着微笑的男人附近玩户外玩耍
5-num-2,一群孩子在院子里玩耍，一个老人站在后台
6-num-1,没有男孩在户外玩，没有男人微笑
6-num-2,一群孩子在院子里玩耍，一个老人站在后台
7-num-1,一群男孩在院子里玩，一个男人站在后台
7-num-2,小男孩在户外玩，男人在附近微笑
8-num-1,一群孩子在屋子里玩，背景没有人站在
8-num-2,小男孩在户外玩，男人在附近微笑
9-num-1,小男孩在户外玩，男人在附近微笑
9-num-2,一群孩子在院子里玩耍，一个老人站在后台
10-num-1,一只棕色的狗正在裤子里的高个子男人面前攻击另一只动物
10-num-2,一只棕色的狗正在穿着裤子的男人面前攻击另一只动物
11-num-1,一只棕色的狗正在穿着裤子的男人面前攻击另一只动物
11-num-2,一只棕色的狗在裤子里帮助另一只动物
12-num-1,两只狗在战斗
12-num-2,两只狗在摔跤和拥抱
13-num-1,两只狗在摔跤和拥抱
13-num-2,没有狗摔跤和拥抱
14-num-1,一只棕色的狗正在穿着裤子的男人面前攻击另一只动物
14-num-2,两只狗在战斗
15-num-1,一只棕色的狗正在穿着裤子的男人面前攻击另一只动物
15-num-2,没有狗摔跤和拥抱
16-num-1,两只狗在摔跤和拥抱
16-num-2,一只棕色的狗正在裤子里的高个子男人面前攻击另一只动物
17-num-1,两只狗在摔跤和拥抱
17-num-2,一只棕色的狗在裤子里帮助另一只动物
18-num-1,一只棕色的狗正在穿着裤子的男人面前攻击另一只动物
18-num-2,两只狗在摔跤和拥抱
19-num-1,穿着黑色外套的人正在摩托车上做技巧
19-num-2,穿着黑色外套的男人正在摩托车上做技巧
20-num-1,黑色外套没有男人在摩托车上做技巧
20-num-2,穿着黑色外套的人正在摩托车上做技巧
21-num-1,穿着黑色外套的人正在摩托车上做技巧
21-num-2,黑色摩托车上的一个人正在用夹克做技巧
22-num-1,熟练的人正在骑自行车在一个轮子上
22-num-2,一个人在一个轮子上骑自行车
23-num-1,没有人在一个轮子上骑自行车
23-num-2,一个人在一个轮子上骑自行车
24-num-1,穿着黑色外套的人正在摩托车上做技巧
24-num-2,熟练的人正在骑自行车在一个轮子上
25-num-1,没有人在一个轮子上骑自行车
25-num-2,穿着黑色外套的人正在摩托车上做技巧
26-num-1,一个人在一个轮子上骑自行车
26-num-2,穿着黑色外套的男人正在摩托车上做技巧
27-num-1,一个人在一个轮子上骑自行车
27-num-2,黑色外套没有男人在摩托车上做技巧
28-num-1,黑色摩托车上的一个人正在用夹克做技巧
28-num-2,一个人在一个轮子上骑自行车
29-num-1,一个人在一个轮子上骑自行车
29-num-2,穿着黑色外套的人正在摩托车上做技巧
30-num-1,一个穿着球衣的男人正在篮球比赛中扣球
30-num-2,球在篮球比赛中被一个球衣扣住了
31-num-1,一个穿着球衣的男人正在篮球比赛中扣球
31-num-2,没有人在篮球比赛中扣球
32-num-1,篮球比赛包括一个球被球衣塞住的球
32-num-2,一个穿着球衣的男人正在篮球比赛中扣球
33-num-1,一个在打篮球的人进入网上，人群在后台
33-num-2,球员将篮球灌入网上，人群在后台
34-num-1,球员缺少篮筐，人群在后台
34-num-2,球员将篮球灌入网上，人群在后台
35-num-1,一个穿着球衣的男人正在篮球比赛中扣球
35-num-2,一个在打篮球的人进入网上，人群在后台
36-num-1,一个穿着球衣的男人正在篮球比赛中扣球
36-num-2,球员缺少篮筐，人群在后台
37-num-1,球员将篮球灌入网上，人群在后台
37-num-2,球在篮球比赛中被一个球衣扣住了
38-num-1,没有人在篮球比赛中扣球
38-num-2,球员将篮球灌入网上，人群在后台
39-num-1,篮球比赛包括一个球被球衣塞住的球
39-num-2,球员将篮球灌入网上，人群在后台
40-num-1,球员将篮球灌入网上，人群在后台
40-num-2,一个穿着球衣的男人正在篮球比赛中扣球
41-num-1,两个人是跆拳道，观众正在观看
41-num-2,两个人在战斗，观众正在看着
42-num-1,两个人是跆拳道，观众没有看
42-num-2,两个人是跆拳道，观众正在观看
43-num-1,两个观众正在跆拳道，有些人在看
43-num-2,两个人是跆拳道，观众正在观看
44-num-1,两名年轻妇女在跆拳道战斗中争吵
44-num-2,两个女人在跆拳道比赛中争吵
45-num-1,两名年轻女性没有在跆拳道战斗中争吵
45-num-2,两个女人在跆拳道比赛中争吵
46-num-1,两个人是跆拳道，观众正在观看
46-num-2,两名年轻妇女在跆拳道战斗中争吵
47-num-1,两个人是跆拳道，观众正在观看
47-num-2,两名年轻女性没有在跆拳道战斗中争吵
48-num-1,两个女人在跆拳道比赛中争吵
48-num-2,两个人在战斗，观众正在看着
49-num-1,两个女人在跆拳道比赛中争吵
49-num-2,两个人是跆拳道，观众没有看
50-num-1,两个观众正在跆拳道，有些人在看
50-num-2,两个女人在跆拳道比赛中争吵
51-num-1,两个人是跆拳道，观众正在观看
51-num-2,两个女人在跆拳道比赛中争吵
52-num-1,穿着红色衬衫的孩子在叶子里玩
